0.0902556 0.00255307 
0.0902556 0.00255578 
0.0902556 0.00255849 
0.0902556 0.00256121 
0.0902556 0.00256392 
0.0902556 0.00256663 
0.0902556 0.00256935 
0.0902556 0.00257206 
0.0902556 0.00257477 
0.0903603 0.00241196 
0.0903603 0.00241467 
0.0903603 0.00241739 
0.0903603 0.0024201 
0.0903603 0.00242281 
0.0903603 0.00242553 
0.0903603 0.00242824 
0.0903603 0.00243095 
0.0903603 0.00243367 
0.0903603 0.00243638 
0.0903603 0.0024391 
0.0903603 0.00244181 
0.0903603 0.00244452 
0.0903603 0.00244724 
0.0903603 0.00244995 
0.0903603 0.00245266 
0.0903603 0.00245538 
0.0903603 0.00245809 
0.0903603 0.0024608 
0.0903603 0.00246352 
0.0903603 0.00246623 
0.0903603 0.00246894 
0.0903603 0.00247166 
0.0903603 0.00247437 
0.0903603 0.00247709 
0.0903603 0.0024798 
0.0903603 0.00248251 
0.0903603 0.00248523 
0.0903603 0.00248794 
0.0903603 0.00249065 
0.0903603 0.00249337 
0.0903603 0.00249608 
0.0903603 0.00249879 
0.0903603 0.00250151 
0.0903603 0.00250422 
0.0903603 0.00250693 
0.0903603 0.00250965 
0.0903603 0.00251236 
0.0903603 0.00251508 
0.0903603 0.00251779 
0.0903603 0.0025205 
0.0903603 0.00252322 
0.0903603 0.00252593 
0.0903603 0.00252864 
0.0903603 0.00253136 
0.0903603 0.00253407 
0.0903603 0.00253678 
0.0903603 0.0025395 
0.0903603 0.00254221 
0.0903603 0.00254492 
0.0903603 0.00254764 
0.0903603 0.00255035 
0.0903603 0.00255307 
0.0903603 0.00255578 
0.0903603 0.00255849 
0.0903603 0.00256121 
0.0903603 0.00256392 
0.0903603 0.00256663 
0.0903603 0.00256935 
0.0903603 0.00257206 
0.0904649 0.00241467 
0.0904649 0.00241739 
0.0904649 0.0024201 
0.0904649 0.00242281 
0.0904649 0.00242553 
0.0904649 0.00242824 
0.0904649 0.00243095 
0.0904649 0.00243367 
0.0904649 0.00243638 
0.0904649 0.0024391 
0.0904649 0.00244181 
0.0904649 0.00244452 
0.0904649 0.00244724 
0.0904649 0.00244995 
0.0904649 0.00245266 
0.0904649 0.00245538 
0.0904649 0.00245809 
0.0904649 0.0024608 
0.0904649 0.00246352 
0.0904649 0.00246623 
0.0904649 0.00246894 
0.0904649 0.00247166 
0.0904649 0.00247437 
0.0904649 0.00247709 
0.0904649 0.0024798 
0.0904649 0.00248251 
0.0904649 0.00248523 
0.0904649 0.00248794 
0.0904649 0.00249065 
0.0904649 0.00249337 
0.0904649 0.00249608 
0.0904649 0.00249879 
0.0904649 0.00250151 
0.0904649 0.00250422 
0.0904649 0.00250693 
0.0904649 0.00250965 
0.0904649 0.00251236 
0.0904649 0.00251508 
0.0904649 0.00251779 
0.0904649 0.0025205 
0.0904649 0.00252322 
0.0904649 0.00252593 
0.0904649 0.00252864 
0.0904649 0.00253136 
0.0904649 0.00253407 
0.0904649 0.00253678 
0.0904649 0.0025395 
0.0904649 0.00254221 
0.0904649 0.00254492 
0.0904649 0.00254764 
0.0904649 0.00255035 
0.0904649 0.00255307 
0.0904649 0.00255578 
0.0904649 0.00255849 
0.0904649 0.00256121 
0.0904649 0.00256392 
0.0904649 0.00256663 
0.0904649 0.00256935 
0.0904649 0.00257206 
0.0905696 0.00241467 
0.0905696 0.00241739 
0.0905696 0.0024201 
0.0905696 0.00242281 
0.0905696 0.00242553 
0.0905696 0.00242824 
0.0905696 0.00243095 
0.0905696 0.00243367 
0.0905696 0.00243638 
0.0905696 0.0024391 
0.0905696 0.00244181 
0.0905696 0.00244452 
0.0905696 0.00244724 
0.0905696 0.00244995 
0.0905696 0.00245266 
0.0905696 0.00245538 
0.0905696 0.00245809 
0.0905696 0.0024608 
0.0905696 0.00246352 
0.0905696 0.00246623 
0.0905696 0.00246894 
0.0905696 0.00247166 
0.0905696 0.00247437 
0.0905696 0.00247709 
0.0905696 0.0024798 
0.0905696 0.00248251 
0.0905696 0.00248523 
0.0905696 0.00248794 
0.0905696 0.00249065 
0.0905696 0.00249337 
0.0905696 0.00249608 
0.0905696 0.00249879 
0.0905696 0.00250151 
0.0905696 0.00250422 
0.0905696 0.00250693 
0.0905696 0.00250965 
0.0905696 0.00251236 
0.0905696 0.00251508 
0.0905696 0.00251779 
0.0905696 0.0025205 
0.0905696 0.00252322 
0.0905696 0.00252593 
0.0905696 0.00252864 
0.0905696 0.00253136 
0.0905696 0.00253407 
0.0905696 0.00253678 
0.0905696 0.0025395 
0.0905696 0.00254221 
0.0905696 0.00254492 
0.0905696 0.00254764 
0.0905696 0.00255035 
0.0905696 0.00255307 
0.0905696 0.00255578 
0.0905696 0.00255849 
0.0905696 0.00256121 
0.0905696 0.00256392 
0.0905696 0.00256663 
0.0905696 0.00256935 
0.0906742 0.00241739 
0.0906742 0.0024201 
0.0906742 0.00242281 
0.0906742 0.00242553 
0.0906742 0.00242824 
0.0906742 0.00243095 
0.0906742 0.00243367 
0.0906742 0.00243638 
0.0906742 0.0024391 
0.0906742 0.00244181 
0.0906742 0.00244452 
0.0906742 0.00244724 
0.0906742 0.00244995 
0.0906742 0.00245266 
0.0906742 0.00245538 
0.0906742 0.00245809 
0.0906742 0.0024608 
0.0906742 0.00246352 
0.0906742 0.00246623 
0.0906742 0.00246894 
0.0906742 0.00247166 
0.0906742 0.00247437 
0.0906742 0.00247709 
0.0906742 0.0024798 
0.0906742 0.00248251 
0.0906742 0.00248523 
0.0906742 0.00248794 
0.0906742 0.00249065 
0.0906742 0.00249337 
0.0906742 0.00249608 
0.0906742 0.00249879 
0.0906742 0.00250151 
0.0906742 0.00250422 
0.0906742 0.00250693 
0.0906742 0.00250965 
0.0906742 0.00251236 
0.0906742 0.00251508 
0.0906742 0.00251779 
0.0906742 0.0025205 
0.0906742 0.00252322 
0.0906742 0.00252593 
0.0906742 0.00252864 
0.0906742 0.00253136 
0.0906742 0.00253407 
0.0906742 0.00253678 
0.0906742 0.0025395 
0.0906742 0.00254221 
0.0906742 0.00254492 
0.0906742 0.00254764 
0.0906742 0.00255035 
0.0906742 0.00255307 
0.0906742 0.00255578 
0.0906742 0.00255849 
0.0906742 0.00256121 
0.0906742 0.00256392 
0.0906742 0.00256663 
0.0907789 0.0024201 
0.0907789 0.00242281 
0.0907789 0.00242553 
0.0907789 0.00242824 
0.0907789 0.00243095 
0.0907789 0.00243367 
0.0907789 0.00243638 
0.0907789 0.0024391 
0.0907789 0.00244181 
0.0907789 0.00244452 
0.0907789 0.00244724 
0.0907789 0.00244995 
0.0907789 0.00245266 
0.0907789 0.00245538 
0.0907789 0.00245809 
0.0907789 0.0024608 
0.0907789 0.00246352 
0.0907789 0.00246623 
0.0907789 0.00246894 
0.0907789 0.00247166 
0.0907789 0.00247437 
0.0907789 0.00247709 
0.0907789 0.0024798 
0.0907789 0.00248251 
0.0907789 0.00248523 
0.0907789 0.00248794 
0.0907789 0.00249065 
0.0907789 0.00249337 
0.0907789 0.00249608 
0.0907789 0.00249879 
0.0907789 0.00250151 
0.0907789 0.00250422 
0.0907789 0.00250693 
0.0907789 0.00250965 
0.0907789 0.00251236 
0.0907789 0.00251508 
0.0907789 0.00251779 
0.0907789 0.0025205 
0.0907789 0.00252322 
0.0907789 0.00252593 
0.0907789 0.00252864 
0.0907789 0.00253136 
0.0907789 0.00253407 
0.0907789 0.00253678 
0.0907789 0.0025395 
0.0907789 0.00254221 
0.0907789 0.00254492 
0.0907789 0.00254764 
0.0907789 0.00255035 
0.0907789 0.00255307 
0.0907789 0.00255578 
0.0907789 0.00255849 
0.0907789 0.00256121 
0.0907789 0.00256392 
0.0908835 0.00242281 
0.0908835 0.00242553 
0.0908835 0.00242824 
0.0908835 0.00243095 
0.0908835 0.00243367 
0.0908835 0.00243638 
0.0908835 0.0024391 
0.0908835 0.00244181 
0.0908835 0.00244452 
0.0908835 0.00244724 
0.0908835 0.00244995 
0.0908835 0.00245266 
0.0908835 0.00245538 
0.0908835 0.00245809 
0.0908835 0.0024608 
0.0908835 0.00246352 
0.0908835 0.00246623 
0.0908835 0.00246894 
0.0908835 0.00247166 
0.0908835 0.00247437 
0.0908835 0.00247709 
0.0908835 0.0024798 
0.0908835 0.00248251 
0.0908835 0.00248523 
0.0908835 0.00248794 
0.0908835 0.00249065 
0.0908835 0.00249337 
0.0908835 0.00249608 
0.0908835 0.00249879 
0.0908835 0.00250151 
0.0908835 0.00250422 
0.0908835 0.00250693 
0.0908835 0.00250965 
0.0908835 0.00251236 
0.0908835 0.00251508 
0.0908835 0.00251779 
0.0908835 0.0025205 
0.0908835 0.00252322 
0.0908835 0.00252593 
0.0908835 0.00252864 
0.0908835 0.00253136 
0.0908835 0.00253407 
0.0908835 0.00253678 
0.0908835 0.0025395 
0.0908835 0.00254221 
0.0908835 0.00254492 
0.0908835 0.00254764 
0.0908835 0.00255035 
0.0908835 0.00255307 
0.0908835 0.00255578 
0.0908835 0.00255849 
0.0908835 0.00256121 
0.0909882 0.00242824 
0.0909882 0.00243095 
0.0909882 0.00243367 
0.0909882 0.00243638 
0.0909882 0.0024391 
0.0909882 0.00244181 
0.0909882 0.00244452 
0.0909882 0.00244724 
0.0909882 0.00244995 
0.0909882 0.00245266 
0.0909882 0.00245538 
0.0909882 0.00245809 
0.0909882 0.0024608 
0.0909882 0.00246352 
0.0909882 0.00246623 
0.0909882 0.00246894 
0.0909882 0.00247166 
0.0909882 0.00247437 
0.0909882 0.00247709 
0.0909882 0.0024798 
0.0909882 0.00248251 
0.0909882 0.00248523 
0.0909882 0.00248794 
0.0909882 0.00249065 
0.0909882 0.00249337 
0.0909882 0.00249608 
0.0909882 0.00249879 
0.0909882 0.00250151 
0.0909882 0.00250422 
0.0909882 0.00250693 
0.0909882 0.00250965 
0.0909882 0.00251236 
0.0909882 0.00251508 
0.0909882 0.00251779 
0.0909882 0.0025205 
0.0909882 0.00252322 
0.0909882 0.00252593 
0.0909882 0.00252864 
0.0909882 0.00253136 
0.0909882 0.00253407 
0.0909882 0.00253678 
0.0909882 0.0025395 
0.0909882 0.00254221 
0.0909882 0.00254492 
0.0909882 0.00254764 
0.0909882 0.00255035 
0.0909882 0.00255307 
0.0909882 0.00255578 
0.0909882 0.00255849 
0.0910929 0.00243095 
0.0910929 0.00243367 
0.0910929 0.00243638 
0.0910929 0.0024391 
0.0910929 0.00244181 
0.0910929 0.00244452 
0.0910929 0.00244724 
0.0910929 0.00244995 
0.0910929 0.00245266 
0.0910929 0.00245538 
0.0910929 0.00245809 
0.0910929 0.0024608 
0.0910929 0.00246352 
0.0910929 0.00246623 
0.0910929 0.00246894 
0.0910929 0.00247166 
0.0910929 0.00247437 
0.0910929 0.00247709 
0.0910929 0.0024798 
0.0910929 0.00248251 
0.0910929 0.00248523 
0.0910929 0.00248794 
0.0910929 0.00249065 
0.0910929 0.00249337 
0.0910929 0.00249608 
0.0910929 0.00249879 
0.0910929 0.00250151 
0.0910929 0.00250422 
0.0910929 0.00250693 
0.0910929 0.00250965 
0.0910929 0.00251236 
0.0910929 0.00251508 
0.0910929 0.00251779 
0.0910929 0.0025205 
0.0910929 0.00252322 
0.0910929 0.00252593 
0.0910929 0.00252864 
0.0910929 0.00253136 
0.0910929 0.00253407 
0.0910929 0.00253678 
0.0910929 0.0025395 
0.0910929 0.00254221 
0.0910929 0.00254492 
0.0910929 0.00254764 
0.0910929 0.00255035 
0.0911975 0.00243367 
0.0911975 0.00243638 
0.0911975 0.0024391 
0.0911975 0.00244181 
0.0911975 0.00244452 
0.0911975 0.00244724 
0.0911975 0.00244995 
0.0911975 0.00245266 
0.0911975 0.00245538 
0.0911975 0.00245809 
0.0911975 0.0024608 
0.0911975 0.00246352 
0.0911975 0.00246623 
0.0911975 0.00246894 
0.0911975 0.00247166 
0.0911975 0.00247437 
0.0911975 0.00247709 
0.0911975 0.0024798 
0.0911975 0.00248251 
0.0911975 0.00248523 
0.0911975 0.00248794 
0.0911975 0.00249065 
0.0911975 0.00249337 
0.0911975 0.00249608 
0.0911975 0.00249879 
0.0911975 0.00250151 
0.0911975 0.00250422 
0.0911975 0.00250693 
0.0911975 0.00250965 
0.0911975 0.00251236 
0.0911975 0.00251508 
0.0911975 0.00251779 
0.0911975 0.0025205 
0.0911975 0.00252322 
0.0911975 0.00252593 
0.0911975 0.00252864 
0.0911975 0.00253136 
0.0911975 0.00253407 
0.0911975 0.00253678 
0.0911975 0.0025395 
0.0911975 0.00254221 
0.0911975 0.00254492 
0.0913022 0.0024391 
0.0913022 0.00244181 
0.0913022 0.00244452 
0.0913022 0.00244724 
0.0913022 0.00244995 
0.0913022 0.00245266 
0.0913022 0.00245538 
0.0913022 0.00245809 
0.0913022 0.0024608 
0.0913022 0.00246352 
0.0913022 0.00246623 
0.0913022 0.00246894 
0.0913022 0.00247166 
0.0913022 0.00247437 
0.0913022 0.00247709 
0.0913022 0.0024798 
0.0913022 0.00248251 
0.0913022 0.00248523 
0.0913022 0.00248794 
0.0913022 0.00249065 
0.0913022 0.00249337 
0.0913022 0.00249608 
0.0913022 0.00249879 
0.0913022 0.00250151 
0.0913022 0.00250422 
0.0913022 0.00250693 
0.0913022 0.00250965 
0.0913022 0.00251236 
0.0913022 0.00251508 
0.0913022 0.00251779 
0.0913022 0.0025205 
0.0913022 0.00252322 
0.0913022 0.00252593 
0.0913022 0.00252864 
0.0913022 0.00253136 
0.0913022 0.00253407 
0.0913022 0.00253678 
0.0914068 0.00244181 
0.0914068 0.00244452 
0.0914068 0.00244724 
0.0914068 0.00244995 
0.0914068 0.00245266 
0.0914068 0.00245538 
0.0914068 0.00245809 
0.0914068 0.0024608 
0.0914068 0.00246352 
0.0914068 0.00246623 
0.0914068 0.00246894 
0.0914068 0.00247166 
0.0914068 0.00247437 
0.0914068 0.00247709 
0.0914068 0.0024798 
0.0914068 0.00248251 
0.0914068 0.00248523 
0.0914068 0.00248794 
0.0914068 0.00249065 
0.0914068 0.00249337 
0.0914068 0.00249608 
0.0914068 0.00249879 
0.0914068 0.00250151 
0.0914068 0.00250422 
0.0914068 0.00250693 
0.0914068 0.00250965 
0.0914068 0.00251236 
0.0914068 0.00251508 
0.0914068 0.00251779 
0.0914068 0.0025205 
0.0914068 0.00252322 
0.0914068 0.00252593 
0.0914068 0.00252864 
0.0915115 0.00245538 
0.0915115 0.00245809 
0.0915115 0.0024608 
0.0915115 0.00246352 
0.0915115 0.00246623 
0.0915115 0.00246894 
0.0915115 0.00247166 
0.0915115 0.00247437 
0.0915115 0.00247709 
0.0915115 0.0024798 
0.0915115 0.00248251 
0.0915115 0.00248523 
0.0915115 0.00248794 
0.0915115 0.00249065 
0.0915115 0.00249337 
0.0915115 0.00249608 
0.0915115 0.00249879 
0.0915115 0.00250151 
0.0915115 0.00250422 
0.0915115 0.00250693 
0.0915115 0.00250965 
0.0915115 0.00251236 
0.0915115 0.00251508 
0.0915115 0.00251779 
0.0915115 0.0025205 
0.0916161 0.00246894 
0.0916161 0.00247166 
0.0916161 0.00247437 
0.0916161 0.00247709 
0.0916161 0.0024798 
0.0916161 0.00248251 
0.0916161 0.00248523 
0.0916161 0.00248794 
0.0916161 0.00249065 
0.0916161 0.00249337 
0.0916161 0.00249608 
0.0916161 0.00249879 
0.0916161 0.00250151 
0.0916161 0.00250422 
0.0916161 0.00250693 
0.0916161 0.00250965 
0.0916161 0.00251236 
0.0916161 0.00251508 
0.0917208 0.00248251 
0.0917208 0.00248523 
0.0917208 0.00248794 
0.0917208 0.00249065 
0.0917208 0.00249337 
0.0917208 0.00249608 
0.0917208 0.00249879 
0.0917208 0.00250151 
0.0917208 0.00250422 
0.0917208 0.00250693 
0.0918254 0.00249879 
0.0918254 0.00250151 
